Clone	Chrom	kb	kbGenome	MCF7	SKBR3
RP11-132H4	12	52480.478	1995996.435	0.494143	0.164468
RP11-973D8	12	54583.951	1998099.908	0.201179	NA
RP11-348M3	12	55011.832	1998527.789	0.187223	0.22675
RP11-772E1	12	56127.928	1999643.885	NA	NA
VYS12P2692	12	56152.111	1999668.068	0.1587635	0.153061
RMC12P001	12	56152.111	1999668.068	0.100025	0.187757
GS-561N1	12	56427.367	1999943.324	0.143416	0.073679
RP11-39G24	12	57375.46	2000891.417	0.168689	0.490427
RP11-276L24	12	59175.649	2002691.606	0.088122	-0.068573
RP11-97A6	12	60917.552	2004433.509	0.086109	-0.045416
RP11-61P1	12	61428.342	2004944.299	0.484437	0.130249
RP11-263K23	12	61706.479	2005222.436	0.356516	0.088817
RP11-196H14	12	62762.857	2006278.814	0.373612	0.016968
RP11-220L3	12	63254.197	2006770.154	0.479525	0.0914
RP11-18B8	12	63730.862	2007246.819	0.342681	-0.005959
RP11-109L8	12	65016.04	2008531.997	0.187039	-0.067729
RP11-184C7	12	65483.115	2008999.072	0.123709	-0.013004
RP11-5J6	12	66705.892	2010221.849	0.356606	0.067608
RP11-444B24	12	66834.815	2010350.772	0.154549	NA
BAL12B2624	12	67191.307	2010707.264	0.334422	0.019483
CTB-136O14	12	67488.237	2011004.194	0.384674	0.119618
CTB-82N15	12	67488.237	2011004.194	0.201106	0.154574
RP11-775J10	12	67519.794	2011035.751	-0.223089	-0.183009
RP11-15L3	12	68217.524	2011733.481	0.36056	-0.035122
RP11-92P22	12	74052.886	2017568.843	-0.029357	0.016603
RP11-96F19	12	75751.877	2019267.834	0.269833	-0.011693
RP11-230I13	12	78276.02	2021791.977	0.193918	0.15014
RP11-114G18	12	80359.308	2023875.265	0.195255	-0.085448
CTD-2017D5	12	88211.204	2031727.161	0.107529	0.054884
RP11-51M11	12	89158.341	2032674.298	-0.100763	0.144985
RP11-89F16	12	90601.229	2034117.186	0.063772	0.146142
RP11-141N1	12	91384.464	2034900.421	0.055443	0.115591
RP11-82I16	12	92401.122	2035917.079	0.23724	1.035959
RP11-74K11	12	93024.47	2036540.427	NA	0.145075
RP11-215G13	12	93272.738	2036788.695	-0.114448	-0.008546
RP11-31A19	12	93918.138	2037434.095	0.186306	0.124365
RP11-261M2	12	93926.666	2037442.623	0.226662	0.137564
RP11-282G15	12	94497.911	2038013.868	0.145829	0.040963
RP11-69E3	12	94705.537	2038221.494	-0.079949	0.112959
RP11-64J11	12	95598.643	2039114.6	NA	0.064047
RP11-89E9	12	97222.144	2040738.101	-0.092711	-0.005315
RP11-14P21	12	97631.247	2041147.204	0.139089	NA
RP11-66N16	12	99081.501	2042597.458	-0.001962	0.052338
RP11-165H12	12	99314.032	2042829.989	0.242782	-0.021049
RP11-18F1	12	99970.407	2043486.364	0.147141	-0.002332
RP11-18J7	12	100203.407	2043719.364	NA	0.103078
CTD-2057C13	12	101292.143	2044808.1	0.090802	0.117077
RP11-252C8	12	102581.524	2046097.481	0.300268	0.070698
CTD-2022D21	12	102794.643	2046310.6	0.256086	0.212774
CTC-339F22	12	102862.106	2046378.063	-0.381447	0.22322
RP11-3E2	12	103711.124	2047227.081	0.199573	0.020265
RP11-83G24	12	103738.957	2047254.914	NA	0.150575
RP11-141F8	12	105025.09	2048541.047	0.299026	0.100291
RP11-110L13	12	105290.197	2048806.154	0.073832	-0.119007
RP11-3P19	12	105448.121	2048964.078	0.284581	0.031743
RP11-3E7	12	105578.303	2049094.26	0.294617	0.097277
RP11-138G1	12	108239.372	2051755.329	0.45556	0.119657
CTD-2035H5	12	110302.207	2053818.164	0.172612	0.309644
RP11-42B1	12	110493.942	2054009.899	-0.032928	0.209525
CTD-2003I23	12	110804.281	2054320.238	0.228112	0.366547
CTD-2055G11	12	113340.657	2056856.614	-0.056446	0.081486
RP11-119J23	12	113916.082	2057432.039	NA	0.067774
RP11-234C19	12	118943.903	2062459.86	-0.183798	-0.624964
RP11-284P8	12	125569.409	2069085.366	0.17587	-0.545837
RP11-78D24	12	127116.089	2070632.046	0.299855	-0.401288
RP11-81G12	12	128754.335	2072270.292	0.255573	-0.360029
RP11-119J21	12	129157.831	2072673.788	0.268173	NA
RP11-1K22	12	129549.646	2073065.603	0.315296	-0.359877
RP1-221K18	12	131939.143	2075455.1	0.145516	-0.314174
RP11-110K18	13	18304.212	2093898.548	0.01001	-0.060247
RP11-8C15	13	19885.475	2095479.811	NA	-0.317748
RP11-87E7	13	21702.262	2097296.598	0.130229	-0.276719
BAL13B2625	13	22138.869	2097733.205	-0.241285	-0.2256
RP11-204D11	13	23146.271	2098740.607	0.088333	-0.378919
RP11-18F22	13	23398.789	2098993.125	0.102493	NA
RP11-7G2	13	25534.101	2101128.437	0.044215	-0.392191
RP11-179F17	13	26375.752	2101970.088	-0.074349	-0.211743
RP11-63C16	13	29031.054	2104625.39	0.21498	-0.00801
RP11-64C21	13	29038.151	2104632.487	0.16547	-0.277599
CTD-2037D17	13	30769.178	2106363.514	0.193863	-0.337907
CTD-2010P19	13	30842.814	2106437.15	-0.630847	0.032632
BAL13B2636	13	32967.553	2108561.889	-0.956581	0.08505
RP11-220O1	13	34748.431	2110342.767	0.468534	-0.234352
RP11-14A4	13	37927.477	2113521.813	NA	-0.261781
CTD-2202J2	13	38842.273	2114436.609	-0.094549	-0.246047
BAL13B2627	13	38875.096	2114469.432	0.4119245	-0.139417
RP11-89L15	13	38888.681	2114483.017	-0.366389	-0.2424
RP11-21H9	13	40802.182	2116396.518	0.087702	NA
BAL13B2645	13	40992.233	2116586.569	0.4661975	-0.231756
RP11-17I11	13	41477.675	2117072.011	0.042821	-0.158575
RP11-217H23	13	43655.696	2119250.032	0.142869	-0.179645
RP11-52B21	13	45018.238	2120612.574	0.453362	-0.156519
CTD-2206K15	13	45205.513	2120799.849	0.507276	-0.336875
RP11-120G8	13	46357.205	2121951.541	-0.20296	-0.057757
RP11-174I10	13	46675.911	2122270.247	0.395411	-0.146401
RP1-58D13	13	46675.911	2122270.247	-0.222214	-0.157416
CTD-2173J2	13	46813.663	2122407.999	-0.06548	-0.280283
RP11-432M24	13	48071.462	2123665.798	0.173506	0.000604
RP1-269F22	13	49043.127	2124637.463	-0.159177	-0.242941
RP11-211J11	13	51011.041	2126605.377	0.028634	NA
RP11-234M13	13	54305.818	2129900.154	-0.259003	-0.342546
RP11-205J24	13	55720.212	2131314.548	-0.167057	-0.121664
RP11-204N17	13	58146.3	2133740.636	0.117429	-0.624678
RP11-637D1	13	58297.802	2133892.138	0.616487	-0.4004
RP11-11C5	13	70913.886	2146508.222	-0.24064	-0.177239
RP11-94F7	13	71104.333	2146698.669	-0.264095	-0.13197
RP11-205C23	13	71118.39	2146712.726	-0.305898	-0.030973
RP11-30C8	13	71778.897	2147373.233	-0.369167	-0.175391
RP11-79I4	13	72184.079	2147778.415	-0.472206	-0.279231
RP11-46L3	13	72410.38	2148004.716	-0.519941	-0.120105
RP11-43P9	13	73965.78	2149560.116	-0.36858	-0.106168
RP11-137M6	13	75831.003	2151425.339	-0.379217	-0.183399
RP11-122N18	13	76214.55	2151808.886	-0.310805	-0.222225
RP11-118K20	13	82658.823	2158253.159	-0.366739	-0.212729
RP11-86C3	13	87949.118	2163543.454	-0.242999	-0.184662
RP11-165N12	13	90719.115	2166313.451	-0.423823	-0.207856
RP11-100A3	13	92618.513	2168212.849	-0.457743	-0.115248
RP11-40H10	13	93259.632	2168853.968	-0.333459	0.514531
RP11-14C20	13	96058.695	2171653.031	-0.403938	0.472882
RP11-122A8	13	97371.181	2172965.517	NA	0.67113
RP11-23M9	13	97662.177	2173256.513	-0.437249	0.703586
RP11-113F15	13	98060.038	2173654.374	-0.370199	0.570372
RP11-7B23	13	99930.16	2175524.496	-0.33342	0.458899
RP11-29B2	13	100907.251	2176501.587	-0.274085	0.508813
RP11-2L10	13	101237.772	2176832.108	-0.011978	0.088204
RP11-86B6	13	102921.213	2178515.549	-0.385617	NA
RP11-111A6	13	103755.922	2179350.258	NA	0.29023
RP11-25E13	13	104515.921	2180110.257	-0.34302	0.477973
RP11-183A20	13	106617.307	2182211.643	-0.448378	0.374905
RP11-230A15	13	109070.935	2184665.271	-0.386558	0.447403
RP11-19O15	13	111286.529	2186880.865	-0.674579	0.647262
RP1-01L16	13	113042.98	2188537.316	-0.45549	0.42359
RP11-203M5	14	18826.053	2207463.369	-0.213575	0.108306
RMC14P006	14	18913.532	2207550.848	-0.084174	0.274455
RP11-14O20	14	19152.083	2207789.399	0.233145	0.143952
RP11-152G22	14	19226.911	2207864.227	0.348409	0.184733
RP11-84D12	14	19455.103	2208092.419	0.314814	NA
RMC14P001	14	21010.676	2209647.992	-0.100844	0.21442
RP11-70F9	14	21198.658	2209835.974	0.476961	0.118588
RP11-68M15	14	21466.972	2210104.288	0.388266	0.20063
RP11-189N14	14	22528.507	2211165.823	0.560374	0.274584
RP11-256C2	14	22528.507	2211165.823	0.514304	0.144071
CTD-2045M14	14	22595.505	2211232.821	-0.285344	0.166445
CTD-2156P3	14	22595.507	2211232.823	0.415975	0.273466
RP11-170D9	14	23858.523	2212495.839	0.36197	-0.165903
RP11-94D17	14	24608.313	2213245.629	0.218833	-0.012801
RP11-109D12	14	25115.617	2213752.933	0.061308	-0.113535
RP11-125A5	14	27501.865	2216139.181	-0.093642	-0.163601
RP11-48L1	14	29365.152	2218002.468	0.24341	0.094478
RP11-2K1	14	29789.531	2218426.847	0.095665	0.081332
RP11-91K19	14	30071.028	2218708.344	0.266342	0.003772
RP11-105F9	14	32327.448	2220964.764	0.446671	0.072126
RP11-26M6	14	33325.11	2221962.426	0.245007	0.108217
RP11-23D3	14	38677.509	2227314.825	0.171128	-0.091678
RP11-189H22	14	39841.234	2228478.55	0.109933	-0.01608
RP11-94K16	14	47068.843	2235706.159	-0.095728	-0.340699
RP11-137D17	14	49923.343	2238560.659	0.2501	-0.453825
RP11-82A8	14	50569.699	2239207.015	0.218292	1.02385
RP11-262M8	14	50687.245	2239324.561	0.390606	1.026604
RP11-122A4	14	50904.121	2239541.437	0.135185	0.907196
RP11-12P7	14	52007.7	2240645.016	-0.092594	-0.378662
RP11-643C12	14	52853.763	2241491.079	-0.189416	NA
RP11-221K16	14	52876.859	2241514.175	0.428913	-0.342528
RP11-29B7	14	53521.974	2242159.29	0.493163	-0.205463
RP11-172G1	14	53522.451	2242159.767	0.421927	-0.233332
RP11-105H21	14	54177.861	2242815.177	0.464265	-0.183071
RP11-10P7	14	54888.837	2243526.153	0.068322	-0.318044
RP11-21P8	14	55087.839	2243725.155	0.205897	0.227358
RP11-266F20	14	56641.013	2245278.329	0.175737	0.042974
RP11-270C6	14	56723.926	2245361.242	0.174822	-0.029731
RP11-242D1	14	57706.675	2246343.991	0.202022	-0.013497
RP11-145O12	14	61601.67	2250238.986	0.148447	0.133388
RP11-14C21	14	62632.704	2251270.02	0.404929	0.174146
RP11-712C19	14	62689.895	2251327.211	0.072098	0.238799
RP11-44K16	14	62865.978	2251503.294	0.195066	0.133496
RP11-206J4	14	62916.514	2251553.83	0.48415	0.133497
CTD-2055A23	14	63531.885	2252169.201	0.282211	0.105818
RP11-182D6	14	65448.008	2254085.324	0.019838	NA
CTD-2014H17	14	65726.975	2254364.291	0.187778	0.164988
RP11-156E22	14	65768.132	2254405.448	0.228234	0.10863
RP11-266F13	14	67171.864	2255809.18	0.496784	0.282658
RP11-59M15	14	68021.882	2256659.198	0.090053	0.113178
RP11-18G18	14	68572.892	2257210.208	0.393855	0.174975
RP11-92H20	14	73301.947	2261939.263	NA	0.165751
RP11-293M10	14	73735.571	2262372.887	0.370874	-0.097146
RP11-81O20	14	74540.622	2263177.938	0.165943	0.095715
RP11-29N19	14	75120.439	2263757.755	0.381103	0.214932
RP11-63D17	14	76416.213	2265053.529	0.229165	0.113059
RP11-285P21	14	76535.49	2265172.806	0.436643	0.120935
RP11-46L17	14	77551.148	2266188.464	0.17382	0.028285
RP11-84G6	14	86617.675	2275254.991	0.155436	1.105476
RP11-83I2	14	87069.644	2275706.96	NA	0.943828
RP11-99C24	14	88847.751	2277485.067	0.197217	1.160179
RP11-16O4	14	89217.276	2277854.592	0.25453	1.141783
RP11-192K24	14	89681.49	2278318.806	0.348357	NA
RP11-140I4	14	90543.838	2279181.154	0.021887	-0.268578
RP11-28G16	14	90746.703	2279384.019	0.494025	-0.161262
RP11-188G21	14	91159.35	2279796.666	0.448923	-0.198215
CTB-137B2	14	92234.803	2280872.119	-0.264721	0.805634
RP11-160P21	14	92658.137	2281295.453	0.357243	-0.289896
RP11-26J5	14	92807.375	2281444.691	NA	-0.3231
RP11-238L4	14	93286.531	2281923.847	0.325152	0.050704
CTD-2119E15	14	94166.345	2282803.661	0.451252	-0.201101
RP11-80F23	14	94298.312	2282935.628	-0.046158	0.884899
RP11-111F22	14	97866.222	2286503.538	0.392353	-0.604874
RP11-86O9	14	98057.986	2286695.302	0.083799	-0.178085
RP11-128L1	14	98737.502	2287374.818	0.322081	-0.274443
RP11-90G22	14	99131.211	2287768.527	0.136622	0.145791
RP11-123M6	14	99216.262	2287853.578	0.293975	-0.283731
RP11-121H7	14	100381.65	2289018.966	0.491345	-0.163172
RP11-238I24	14	102368.67	2291005.986	0.336469	-0.137346
VYS14B2695	14	103207.383	2291844.699	0.540065	0.136727
RP11-47P23	14	105130.846	2293768.162	0.092866	-0.432845
RP11-218M19	15	21359.811	2315308.343	-0.295966	-0.049718
RMC15P007	15	21555.199	2315503.731	0.361938	0.223888
VYSIS-SNRPN_176A	15	22770.963	2316719.495	-0.247101	-0.04586
RP11-87I21	15	22770.963	2316719.495	NA	0.022907
RP11-171C8	15	22904.318	2316852.85	-0.205514	-1E-05
RP1-14I12	15	23232.274	2317180.806	-0.134163	0
RP11-256M2	15	25602.391	2319550.923	-0.284746	-0.031249
RP11-3D4	15	31731.164	2325679.696	-0.027716	NA
RP11-194H7	15	32326.506	2326275.038	NA	-0.166991
RP11-173E7	15	33952.941	2327901.473	-0.165964	0.013326
RP11-62L9	15	37198.323	2331146.855	-0.108621	0.05576
RP11-46O11	15	37686.996	2331635.528	-0.130138	0.088858
RP11-133K1	15	38169.882	2332118.414	0.314788	0.202121
RP11-16O9	15	39511.993	2333460.525	NA	0.083869
RP11-117J16	15	40050.43	2333998.962	NA	0.041991
RP11-78I21	15	41415.462	2335363.994	-0.11773	0.05996
RP11-27P20	15	42541.316	2336489.848	0.014111	0.181725
CTD-2032A10	15	46419.346	2340367.878	-0.153249	-0.088118
RMC15P010	15	47336.284	2341284.816	-0.122882	0.105197
RP11-49K3	15	48250.197	2342198.729	NA	-0.071053
RP11-66L23	15	49229.759	2343178.291	0.93374	-0.039811
RP11-39N23	15	49512.216	2343460.748	0.741363	-0.056958
RP11-221H24	15	50810.758	2344759.29	0.775842	-0.091412
RP11-47P5	15	52595.539	2346544.071	0.053401	-0.108118
RP11-25G4	15	53725.213	2347673.745	0.305498	-0.050427
RP11-61K4	15	53806.078	2347754.61	0.306287	-0.088676
RP11-30I7	15	54130.167	2348078.699	0.089726	NA
RP11-99L18	15	57301.929	2351250.461	-0.080477	-0.010992
RP11-203F9	15	58191.324	2352139.856	-0.131895	-0.047103
RP11-18B17	15	58505.518	2352454.05	NA	-0.26498
RP11-13J23	15	58646.979	2352595.511	-0.133425	-0.111738
RP11-42F24	15	61142.689	2355091.221	0.187829	-0.097951
RP11-100N8	15	61304.1	2355252.632	NA	0.072483
RP11-107I6	15	62769.105	2356717.637	0.21362	0.0248
RP11-30M4	15	63584.885	2357533.417	0.095135	-0.011649
RP11-70A7	15	64033.234	2357981.766	0.306199	0.002942
RP11-54P3	15	64252.886	2358201.418	0.099335	-0.110658
CTB-34H15	15	65074.244	2359022.776	0.181629	-0.062853
RP11-85E15	15	65209.24	2359157.772	-0.051443	-0.002812
RP11-207J8	15	65745.629	2359694.161	0.193241	0.004054
RP11-28D6	15	67456.28	2361404.812	0.159077	0.009257
RP11-101C13	15	67649.411	2361597.943	0.24695	-0.092068
RP11-2I17	15	70071.268	2364019.8	0.365791	0.038448
RP11-106M3	15	70224.248	2364172.78	0.537751	-0.096931
RP11-33B6	15	70593.249	2364541.781	0.386818	-0.045554
RMC15P001	15	72054.671	2366003.203	0.16426	0.181234
RP11-46C10	15	72147.943	2366096.475	0.421353	0.042444
CTD-2022G15	15	72773.993	2366722.525	0.300649	-0.006122
RP11-10K12	15	76260.038	2370208.57	0.418643	-0.21248
CTD-2024G1	15	76548.735	2370497.267	NA	-0.028019
RP11-7P8	15	76929.93	2370878.462	0.46099	-0.080475
RP11-81A1	15	77857.732	2371806.264	0.318921	-0.07512
RP11-60J21	15	78495.244	2372443.776	0.411649	-0.094466
CTD-2110H9	15	81611.387	2375559.919	0.450535	-0.141708
RP11-58C20	15	81943.876	2375892.408	0.312599	-0.256077
RP11-68P22	15	82803.681	2376752.213	0.467241	-0.028512
RP11-43K17	15	83154.758	2377103.29	0.664039	0.018233
RP11-116L7	15	83599.845	2377548.377	NA	-0.032565
RP11-131K19	15	85888.118	2379836.65	0.261707	-0.24025
CTD-2075O4	15	88990.369	2382938.901	0.249828	-0.42313
DMPC-HFF#1-359E5	15	89168.458	2383116.99	0.339551	0.02713
CTD-2272E1	15	89203.699	2383152.231	0.262022	0.114106
RP11-185D5	15	92167.126	2386115.658	0.230847	-0.128413
RP11-120N1	15	95762.51	2389711.042	0.092014	-0.075958
RP11-9B21	15	96437.419	2390385.951	0.284969	-0.167946
GS-251P4	15	96928.028	2390876.56	0.430052	-0.040643
RP1-154P1	15	100256.656	2394105.188	0.242533	0.008006
CTD-2371A5	16	44.236	2394249.424	0.17574	0.225813
CTD-2117I2	16	2419.35	2396624.538	0.612388	-0.083351
RP11-160D13	16	6528.293	2400733.481	-0.027194	-0.099435
RP11-24M13	16	8153.667	2402358.855	0.008228	0.013222
RP11-51P23	16	8833.082	2403038.27	NA	0.078089
RP11-58M17	16	8997.007	2403202.195	0.126406	0.283302
RP11-66H6	16	11002.95	2405208.138	-0.049374	0.091503
RP11-49M6	16	11608.279	2405813.467	0.150264	0.155204
RP11-165B11	16	12087.942	2406293.13	0.155513	0.222701
RP11-170O16	16	12776.78	2406981.968	0.043243	0.187255
GS-127C11	16	16175.079	2410380.267	0.062534	-0.01075
RP11-283M20	16	18468.544	2412673.732	-0.296113	-0.038752
RP11-109D4	16	18597.74	2412802.928	-0.066036	-0.010977
RP11-186E3	16	20266.209	2414471.397	0.090244	0.163626
RP11-181O4	16	20412.546	2414617.734	0.035667	0.094246
RP11-141E3	16	23517.706	2417722.894	0.144382	0.173855
CTD-2085L22	16	23813.897	2418019.085	-0.000305	0.116859
RP11-146J7	16	25709.714	2419914.902	0.093342	0.01235
RP11-150K5	16	29955.322	2424160.51	0.06122	0.181133
RP11-18H23	16	31429.332	2425634.52	0.089767	0.087308
RP11-259N3	16	48482.694	2442687.882	NA	0.206602
RP11-48I18	16	49514.049	2443719.237	-0.395693	-0.01114
RP11-20A10	16	50420.195	2444625.383	-0.313607	-0.016046
RP11-148M3	16	50757.758	2444962.946	-0.501139	0.188529
RP11-131K14	16	52019.378	2446224.566	0.052033	-0.285626
RP11-44F14	16	53247.001	2447452.189	0.291533	0.060377
RP11-61I15	16	55043.099	2449248.287	-0.509368	0.198711
RP11-2I4	16	55603.341	2449808.529	-0.575315	0.177334
RP11-109J21	16	56004.898	2450210.086	-0.489701	0.206919
RP11-73G2	16	56508.931	2450714.119	NA	0.059569
RP11-96H9	16	57214.136	2451419.324	0.170078	0.020462
RP11-132M21	16	57967.271	2452172.459	-0.295634	0.088137
RP11-106L3	16	57967.271	2452172.459	-0.3308	0.130934
RP11-11E14	16	58467.637	2452672.825	-0.309222	0.208588
RP11-246M14	16	60573.651	2454778.839	-0.288026	-0.130425
RP11-3I14	16	62315.965	2456521.153	-0.222896	-0.79557
RP11-52B24	16	64926.314	2459131.502	-0.434077	-0.769155
RP11-93H5	16	66046.991	2460252.179	0.3420275	-0.583643
RP11-154N7	16	66171.13	2460376.318	NA	-0.642117
RP11-3A9	16	66423.628	2460628.816	NA	-0.611149
RP11-5A19	16	66841.335	2461046.523	-0.076024	-0.537374
CTD-2271I17	16	67002.304	2461207.492	0.139875	-0.143537
RP11-151M19	16	67365.201	2461570.389	0.039712	-0.38751
RP11-84C4	16	68111.211	2462316.399	0.11088	-0.274001
RP11-354N7	16	68537.212	2462742.4	0.279557	-1.10433
GS-205F7	16	68547.382	2462752.57	0.328309	-1.528246
RMC16P004	16	68547.412	2462752.6	0.242244	-1.084653
RP11-224E17	16	68594.686	2462799.874	0.088364	-1.362246
RP11-123C5	16	68771.985	2462977.173	0.333872	-0.479509
RP11-52E21	16	69052.134	2463257.322	0.028606	-0.358704
RP11-343C2	16	69084.971	2463290.159	0.150794	-0.419658
RP11-14J15	16	69410.932	2463616.12	-0.090411	-0.395044
RP11-230E8	16	71377.826	2465583.014	0.170614	-0.456644
RP11-27D1	16	75107.175	2469312.363	0.39895	-0.357309
RP11-253O10	16	75323.127	2469528.315	0.483833	-0.54316
RP11-490B18	16	75470.593	2469675.781	0.209928	NA
RP11-217K3	16	76296.554	2470501.742	0.008974	-0.596471
RP11-12H11	16	76937.675	2471142.863	0.001817	-0.605584
RP11-543G23	16	78414.726	2472619.914	-0.077988	-0.620038
RP11-284G2	16	78533.908	2472739.096	0.132423	-0.582789
RP11-61L1	16	78533.908	2472739.096	0.360704	-0.686255
RP11-178P16	16	82156.638	2476361.826	0.078257	-0.672461
RP11-110L8	16	83411.96	2477617.148	0.436841	-0.558419
RP11-162I18	16	83608.324	2477813.512	0.346457	NA
RP11-486L19	16	83953.398	2478158.586	-0.31839	-0.244885
RP11-140K16	16	84216.181	2478421.369	0.212878	-0.550654
RP11-59A12	16	84665.016	2478870.204	0.323522	-0.513557
RP11-60B6	16	85115.686	2479320.874	0.336542	-0.497547
RP11-118F19	16	85347.825	2479553.013	NA	-0.33217
RP11-122P17	16	85736.367	2479941.555	0.361367	-0.572088
RMC16P026	16	89351.472	2483556.66	0.279108	-0.201567
RP11-7D23	16	89513.595	2483718.783	0.41512	-0.502302
GS1-68F18	17	0.001	2484247.12	0.045514	-0.332183
RP5-1029F21	17	381.376	2484628.496	0.009731	-0.647922
RP11-61B16	17	624.01	2484871.13	0.220297	-0.496716
CTD-2237N10	17	854.299	2485101.419	0.219139	-0.306793
RP11-26N16	17	874.33	2485121.45	0.069965	-0.325478
RP11-818O24	17	1454.824	2485701.944	-0.362948	-0.425781
RP11-4F24	17	1964.547	2486211.667	0.114384	-0.311497
GS-64G5	17	2493.945	2486741.065	0.352848	-0.306879
CTD-2075J8	17	2703.526	2486950.646	-0.032	-0.319598
CTB-339E12	17	2703.63	2486950.75	0.153117	-0.353877
RP1-1J20	17	2703.63	2486950.75	0.214961	-0.257865
RP1-308F9	17	2764.898	2487012.018	NA	NA
RP1-95H6	17	2764.898	2487012.018	0.050149	-0.255638
CTB-11O23	17	2896.337	2487143.457	0.284307	-0.38947
CTB-142O24	17	6452.086	2490699.206	0.1630475	-0.42122
RP11-61B20	17	7040.803	2491287.923	0.073804	-0.372697
CTD-2277N1	17	7133.91	2491381.03	-0.663781	-0.494228
BAL17B2643	17	7458.093	2491705.213	-0.2969135	-0.097958
RP11-9A21	17	7670.956	2491918.076	0.102611	-0.333082
RP11-199F11	17	7681.508	2491928.628	-0.5029185	-0.0793765
P1-754B10	17	7772.354	2492019.474	-0.124823	-0.277627
CTD-2008I6	17	7801.791	2492048.911	0.315593	-0.328297
RP11-89A15	17	8459.951	2492707.071	0.150604	-0.511764
RP11-55C13	17	8597.871	2492844.991	0.052388	NA
CTB-194B18	17	10065.941	2494313.061	-0.005136	-0.539055
RP11-746E8	17	12695.569	2496942.689	-0.01538	-0.566822
RPC-1173I21	17	14461.164	2498708.284	-0.035211	-0.582911
RMC17P041	17	15333.662	2499580.782	0.047949	-0.502578
RPC-34H11	17	16303.011	2500550.131	-0.0038	-0.299046
CTD-2057P19	17	16751.015	2500998.135	NA	-0.670768
RMC7P069	17	19116.059	2503363.179	0.023419	-0.528731
CTB-187M2	17	19537.47	2503784.59	0.18534	-0.259641
CTD-2198K13	17	27121.17	2511368.29	-0.083696	-0.573032
RP11-100L12	17	28651.664	2512898.784	-0.258084	0.851357
RP11-73F15	17	29255.418	2513502.538	-0.10744	0.3027
RPC-41C23	17	30082.332	2514329.452	NA	-0.605862
RP5-29G21	17	31435.361	2515682.481	-0.781959	-0.865659
CTB-163O5	17	33342.675	2517589.795	-0.679541	-0.826126
RP11-208D7	17	33484.21	2517731.33	-0.354587	-0.580933
RP11-252N11	17	33563.176	2517810.296	-0.312542	-0.577317
RP11-58O8	17	34027.367	2518274.487	-0.216266	-0.573336
RP11-62N23	17	38047.53	2522294.65	-0.1302825	2.980728
DMPC-HFF#1-61H8	17	38256.761	2522503.881	-0.32139	3.091946
RMC17P077	17	38259.651	2522506.771	-0.173821	2.956403
RP11-749I16	17	38586.245	2522833.365	0.319853	1.414569
CTD-2094C6	17	38620.672	2522867.792	-0.462714	2.148045
RP11-87N6	17	38680.669	2522927.789	-0.215526	2.05122
RMC17P034	17	38860.534	2523107.654	-0.051233	1.055407
RP11-58O9	17	38874.35	2523121.47	-0.113274	1.487877
GS-265E19	17	38917.959	2523165.079	-0.201122	1.537534
RP11-268H17	17	39397.88	2523645	-0.225853	1.298602
RP11-29C11	17	39869.01	2524116.13	NA	1.381226
RP11-358B23	17	40668.23	2524915.35	-0.031332	0.8978
RP11-9B11	17	40813.734	2525060.854	1.10872	0.752794
RP11-506G7	17	41259.57	2525506.69	3.486899	NA
P45208	17	41335.316	2525582.436	2.969953	-0.349747
RP11-266I24	17	41354.65	2525601.77	-0.03484	-0.473527
RP11-242D8	17	41569.482	2525816.602	0.403299	-0.47521
CTD-2259P11	17	41569.482	2525816.602	NA	-0.531236
RP11-570A16	17	41696.41	2525943.53	1.371976	-0.258047
RP11-392O1	17	42080.379	2526327.499	0.278352	NA
RP5-1137E3	17	43198.418	2527445.538	-0.147747	-0.005453
CTC-296K1	17	43268.89	2527516.01	0.019635	-0.495295
BAL17B2652	17	43281.976	2527529.096	-0.038131	-0.383209
RP11-9M20	17	43735.594	2527982.714	-0.252562	-0.346103
CTB-305D20	17	45331.066	2529578.186	-0.103956	-0.7312
RP11-234J24	17	45775.061	2530022.181	0.357843	-0.617925
CTD-2019O2	17	46685.546	2530932.666	0.597239	-0.61132
RP11-36J16	17	47274.986	2531522.106	0.263745	-0.565287
RP11-110H20	17	47395.499	2531642.619	0.551395	-0.610814
RP5-1071I14	17	48028.874	2532275.994	0.854088	-0.715308
RP5-32P19	17	48314.933	2532562.053	0.444533	-0.651752
RP11-481C4	17	49705.581	2533952.701	NA	0.092903
RP11-131C4	17	50764.493	2535011.613	0.296127	-0.782382
CTB-292L7	17	50764.493	2535011.613	0.372401	-0.844991
RP11-42M14	17	51088.275	2535335.395	0.197809	-0.673743
RP11-9G4	17	53714.073	2537961.193	0.621546	-0.675524
CTB-462L7	17	53756.522	2538003.642	0.598898	-0.87367
CTD-2177J24	17	54012.047	2538259.167	0.469419	-0.645069
RP11-670E13	17	55364.733	2539611.853	-1.116207	-0.652884
VYS17A2702	17	57549.987	2541797.107	-0.920926	-0.446815
RP5-1081P3	17	57549.987	2541797.107	1.980385	-0.680276
RP11-118K23	17	58225.918	2542473.038	1.058067	-0.561278
RP5-1073F15	17	58373.574	2542620.694	2.069319	-0.628665
RP11-50F16	17	58501.845	2542748.965	1.730772	-0.574369
CTB-262I19	17	58714.165	2542961.285	2.863466	-0.635214
CTB-570D13	17	61145.469	2545392.589	1.446304	0.534937
CTB-244K7	17	65039.229	2549286.349	1.204653	0.470506
